image_fname,mask_fname,folder,image_id,event_name,sample_id,event_type,non_damaged_pixels,light_damaged_pixels,medium_damaged_pixels,destroyed_pixels,non_damaged_buildings,light_damaged_buildings,medium_damaged_buildings,destroyed_buildings,fold
train/images/hurricane-harvey_00000058_post_disaster.png,train/masks/hurricane-harvey_00000058_post_disaster.png,train,hurricane-harvey_00000058_post_disaster,hurricane-harvey,58,post,0,0,535,207,0,0,1,1,2
train/images/mexico-earthquake_00000061_post_disaster.png,train/masks/mexico-earthquake_00000061_post_disaster.png,train,mexico-earthquake_00000061_post_disaster,mexico-earthquake,61,post,355453,0,0,0,239,0,0,0,3
train/images/hurricane-harvey_00000062_post_disaster.png,train/masks/hurricane-harvey_00000062_post_disaster.png,train,hurricane-harvey_00000062_post_disaster,hurricane-harvey,62,post,0,0,5889,22706,0,0,6,7,2
train/images/palu-tsunami_00000062_post_disaster.png,train/masks/palu-tsunami_00000062_post_disaster.png,train,palu-tsunami_00000062_post_disaster,palu-tsunami,62,post,328776,0,0,465,279,0,0,4,4
train/images/hurricane-harvey_00000063_post_disaster.png,train/masks/hurricane-harvey_00000063_post_disaster.png,train,hurricane-harvey_00000063_post_disaster,hurricane-harvey,63,post,0,0,1271,0,0,0,2,0,1
train/images/mexico-earthquake_00000063_post_disaster.png,train/masks/mexico-earthquake_00000063_post_disaster.png,train,mexico-earthquake_00000063_post_disaster,mexico-earthquake,63,post,373383,0,0,0,191,0,0,0,1
train/images/hurricane-harvey_00000064_post_disaster.png,train/masks/hurricane-harvey_00000064_post_disaster.png,train,hurricane-harvey_00000064_post_disaster,hurricane-harvey,64,post,0,0,4529,557,0,0,5,4,1
train/images/mexico-earthquake_00000065_post_disaster.png,train/masks/mexico-earthquake_00000065_post_disaster.png,train,mexico-earthquake_00000065_post_disaster,mexico-earthquake,65,post,423392,1819,0,0,134,1,0,0,4
train/images/santa-rosa-wildfire_00000066_post_disaster.png,train/masks/santa-rosa-wildfire_00000066_post_disaster.png,train,santa-rosa-wildfire_00000066_post_disaster,santa-rosa-wildfire,66,post,279671,0,0,8427,137,0,0,8,3
train/images/hurricane-harvey_00000068_post_disaster.png,train/masks/hurricane-harvey_00000068_post_disaster.png,train,hurricane-harvey_00000068_post_disaster,hurricane-harvey,68,post,7955,2974,0,0,8,2,0,0,1
train/images/santa-rosa-wildfire_00000068_post_disaster.png,train/masks/santa-rosa-wildfire_00000068_post_disaster.png,train,santa-rosa-wildfire_00000068_post_disaster,santa-rosa-wildfire,68,post,14637,381,0,19520,10,1,0,29,0
train/images/hurricane-michael_00000069_post_disaster.png,train/masks/hurricane-michael_00000069_post_disaster.png,train,hurricane-michael_00000069_post_disaster,hurricane-michael,69,post,45308,23566,33312,5042,45,18,21,3,1
train/images/mexico-earthquake_00000069_post_disaster.png,train/masks/mexico-earthquake_00000069_post_disaster.png,train,mexico-earthquake_00000069_post_disaster,mexico-earthquake,69,post,292817,6584,2721,0,117,10,9,0,3
train/images/hurricane-michael_00000070_post_disaster.png,train/masks/hurricane-michael_00000070_post_disaster.png,train,hurricane-michael_00000070_post_disaster,hurricane-michael,70,post,1937,0,0,0,2,0,0,0,4
train/images/hurricane-michael_00000071_post_disaster.png,train/masks/hurricane-michael_00000071_post_disaster.png,train,hurricane-michael_00000071_post_disaster,hurricane-michael,71,post,11974,9512,6277,1422,9,6,4,3,1
train/images/midwest-flooding_00000071_post_disaster.png,train/masks/midwest-flooding_00000071_post_disaster.png,train,midwest-flooding_00000071_post_disaster,midwest-flooding,71,post,156864,3151,0,0,173,1,0,0,0
train/images/santa-rosa-wildfire_00000071_post_disaster.png,train/masks/santa-rosa-wildfire_00000071_post_disaster.png,train,santa-rosa-wildfire_00000071_post_disaster,santa-rosa-wildfire,71,post,90415,0,0,0,102,0,0,0,3
train/images/midwest-flooding_00000072_post_disaster.png,train/masks/midwest-flooding_00000072_post_disaster.png,train,midwest-flooding_00000072_post_disaster,midwest-flooding,72,post,169476,0,0,0,175,0,0,0,3
train/images/hurricane-michael_00000074_post_disaster.png,train/masks/hurricane-michael_00000074_post_disaster.png,train,hurricane-michael_00000074_post_disaster,hurricane-michael,74,post,163786,66861,0,0,124,46,0,0,4
train/images/santa-rosa-wildfire_00000074_post_disaster.png,train/masks/santa-rosa-wildfire_00000074_post_disaster.png,train,santa-rosa-wildfire_00000074_post_disaster,santa-rosa-wildfire,74,post,296524,14719,0,16904,95,2,0,10,3
train/images/socal-fire_00000074_post_disaster.png,train/masks/socal-fire_00000074_post_disaster.png,train,socal-fire_00000074_post_disaster,socal-fire,74,post,0,0,0,0,0,0,0,0,2
train/images/socal-fire_00000075_post_disaster.png,train/masks/socal-fire_00000075_post_disaster.png,train,socal-fire_00000075_post_disaster,socal-fire,75,post,4413,0,0,0,7,0,0,0,2
train/images/hurricane-matthew_00000076_post_disaster.png,train/masks/hurricane-matthew_00000076_post_disaster.png,train,hurricane-matthew_00000076_post_disaster,hurricane-matthew,76,post,0,936,527,1099,0,2,1,4,3
train/images/hurricane-florence_00000076_post_disaster.png,train/masks/hurricane-florence_00000076_post_disaster.png,train,hurricane-florence_00000076_post_disaster,hurricane-florence,76,post,2702,3281,2218,0,4,2,3,0,3
train/images/mexico-earthquake_00000076_post_disaster.png,train/masks/mexico-earthquake_00000076_post_disaster.png,train,mexico-earthquake_00000076_post_disaster,mexico-earthquake,76,post,305132,9481,6453,1750,134,6,3,1,2
train/images/hurricane-florence_00000077_post_disaster.png,train/masks/hurricane-florence_00000077_post_disaster.png,train,hurricane-florence_00000077_post_disaster,hurricane-florence,77,post,39439,0,0,0,30,0,0,0,3
train/images/socal-fire_00000077_post_disaster.png,train/masks/socal-fire_00000077_post_disaster.png,train,socal-fire_00000077_post_disaster,socal-fire,77,post,0,0,0,0,0,0,0,0,1
train/images/hurricane-harvey_00000078_post_disaster.png,train/masks/hurricane-harvey_00000078_post_disaster.png,train,hurricane-harvey_00000078_post_disaster,hurricane-harvey,78,post,125152,458,0,0,130,3,0,0,2
train/images/hurricane-michael_00000079_post_disaster.png,train/masks/hurricane-michael_00000079_post_disaster.png,train,hurricane-michael_00000079_post_disaster,hurricane-michael,79,post,82458,13270,1882,0,59,9,1,0,0
train/images/mexico-earthquake_00000080_post_disaster.png,train/masks/mexico-earthquake_00000080_post_disaster.png,train,mexico-earthquake_00000080_post_disaster,mexico-earthquake,80,post,435500,0,0,0,128,0,0,0,0
train/images/palu-tsunami_00000081_post_disaster.png,train/masks/palu-tsunami_00000081_post_disaster.png,train,palu-tsunami_00000081_post_disaster,palu-tsunami,81,post,605825,0,0,0,118,0,0,0,2
train/images/palu-tsunami_00000082_post_disaster.png,train/masks/palu-tsunami_00000082_post_disaster.png,train,palu-tsunami_00000082_post_disaster,palu-tsunami,82,post,505301,0,0,0,125,0,0,0,4
train/images/hurricane-michael_00000082_post_disaster.png,train/masks/hurricane-michael_00000082_post_disaster.png,train,hurricane-michael_00000082_post_disaster,hurricane-michael,82,post,47431,20557,13609,297,54,18,13,1,2
train/images/santa-rosa-wildfire_00000082_post_disaster.png,train/masks/santa-rosa-wildfire_00000082_post_disaster.png,train,santa-rosa-wildfire_00000082_post_disaster,santa-rosa-wildfire,82,post,0,0,0,4657,0,0,0,4,3
train/images/hurricane-florence_00000082_post_disaster.png,train/masks/hurricane-florence_00000082_post_disaster.png,train,hurricane-florence_00000082_post_disaster,hurricane-florence,82,post,0,0,1917,0,0,0,3,0,0
train/images/santa-rosa-wildfire_00000085_post_disaster.png,train/masks/santa-rosa-wildfire_00000085_post_disaster.png,train,santa-rosa-wildfire_00000085_post_disaster,santa-rosa-wildfire,85,post,7938,0,0,0,5,0,0,0,4
train/images/socal-fire_00000085_post_disaster.png,train/masks/socal-fire_00000085_post_disaster.png,train,socal-fire_00000085_post_disaster,socal-fire,85,post,0,0,0,0,0,0,0,0,4
train/images/socal-fire_00000086_post_disaster.png,train/masks/socal-fire_00000086_post_disaster.png,train,socal-fire_00000086_post_disaster,socal-fire,86,post,0,0,0,0,0,0,0,0,2
train/images/santa-rosa-wildfire_00000086_post_disaster.png,train/masks/santa-rosa-wildfire_00000086_post_disaster.png,train,santa-rosa-wildfire_00000086_post_disaster,santa-rosa-wildfire,86,post,121749,0,0,0,43,0,0,0,3
train/images/santa-rosa-wildfire_00000087_post_disaster.png,train/masks/santa-rosa-wildfire_00000087_post_disaster.png,train,santa-rosa-wildfire_00000087_post_disaster,santa-rosa-wildfire,87,post,0,0,0,0,0,0,0,0,1
train/images/hurricane-florence_00000087_post_disaster.png,train/masks/hurricane-florence_00000087_post_disaster.png,train,hurricane-florence_00000087_post_disaster,hurricane-florence,87,post,94343,0,0,0,54,0,0,0,0
train/images/midwest-flooding_00000088_post_disaster.png,train/masks/midwest-flooding_00000088_post_disaster.png,train,midwest-flooding_00000088_post_disaster,midwest-flooding,88,post,178,0,0,0,1,0,0,0,0
train/images/santa-rosa-wildfire_00000089_post_disaster.png,train/masks/santa-rosa-wildfire_00000089_post_disaster.png,train,santa-rosa-wildfire_00000089_post_disaster,santa-rosa-wildfire,89,post,32097,0,801,215621,24,0,1,165,2
train/images/hurricane-michael_00000089_post_disaster.png,train/masks/hurricane-michael_00000089_post_disaster.png,train,hurricane-michael_00000089_post_disaster,hurricane-michael,89,post,6794,6889,3477,0,8,9,2,0,2
train/images/midwest-flooding_00000090_post_disaster.png,train/masks/midwest-flooding_00000090_post_disaster.png,train,midwest-flooding_00000090_post_disaster,midwest-flooding,90,post,0,0,0,0,0,0,0,0,1
train/images/mexico-earthquake_00000090_post_disaster.png,train/masks/mexico-earthquake_00000090_post_disaster.png,train,mexico-earthquake_00000090_post_disaster,mexico-earthquake,90,post,365548,0,0,0,64,0,0,0,0
train/images/hurricane-michael_00000091_post_disaster.png,train/masks/hurricane-michael_00000091_post_disaster.png,train,hurricane-michael_00000091_post_disaster,hurricane-michael,91,post,0,0,295,411,0,0,1,2,0
train/images/palu-tsunami_00000091_post_disaster.png,train/masks/palu-tsunami_00000091_post_disaster.png,train,palu-tsunami_00000091_post_disaster,palu-tsunami,91,post,424104,0,0,0,122,0,0,0,2
train/images/hurricane-florence_00000092_post_disaster.png,train/masks/hurricane-florence_00000092_post_disaster.png,train,hurricane-florence_00000092_post_disaster,hurricane-florence,92,post,0,0,4091,0,0,0,11,0,2
train/images/midwest-flooding_00000092_post_disaster.png,train/masks/midwest-flooding_00000092_post_disaster.png,train,midwest-flooding_00000092_post_disaster,midwest-flooding,92,post,2295,0,0,0,4,0,0,0,3
train/images/hurricane-harvey_00000093_post_disaster.png,train/masks/hurricane-harvey_00000093_post_disaster.png,train,hurricane-harvey_00000093_post_disaster,hurricane-harvey,93,post,0,0,0,0,0,0,0,0,3
train/images/palu-tsunami_00000094_post_disaster.png,train/masks/palu-tsunami_00000094_post_disaster.png,train,palu-tsunami_00000094_post_disaster,palu-tsunami,94,post,525534,0,0,0,126,0,0,0,4
train/images/mexico-earthquake_00000094_post_disaster.png,train/masks/mexico-earthquake_00000094_post_disaster.png,train,mexico-earthquake_00000094_post_disaster,mexico-earthquake,94,post,671097,0,0,0,99,0,0,0,0
train/images/hurricane-michael_00000095_post_disaster.png,train/masks/hurricane-michael_00000095_post_disaster.png,train,hurricane-michael_00000095_post_disaster,hurricane-michael,95,post,48620,40561,3495,893,43,33,1,3,1
train/images/hurricane-florence_00000095_post_disaster.png,train/masks/hurricane-florence_00000095_post_disaster.png,train,hurricane-florence_00000095_post_disaster,hurricane-florence,95,post,27430,0,0,0,39,0,0,0,1
train/images/mexico-earthquake_00000095_post_disaster.png,train/masks/mexico-earthquake_00000095_post_disaster.png,train,mexico-earthquake_00000095_post_disaster,mexico-earthquake,95,post,145940,11653,0,0,31,4,0,0,1
train/images/hurricane-harvey_00000096_post_disaster.png,train/masks/hurricane-harvey_00000096_post_disaster.png,train,hurricane-harvey_00000096_post_disaster,hurricane-harvey,96,post,0,0,372068,7783,0,0,117,5,2
train/images/hurricane-matthew_00000096_post_disaster.png,train/masks/hurricane-matthew_00000096_post_disaster.png,train,hurricane-matthew_00000096_post_disaster,hurricane-matthew,96,post,0,0,0,0,0,0,0,0,0
train/images/palu-tsunami_00000096_post_disaster.png,train/masks/palu-tsunami_00000096_post_disaster.png,train,palu-tsunami_00000096_post_disaster,palu-tsunami,96,post,53648,0,25109,17216,34,0,10,21,1
train/images/hurricane-harvey_00000097_post_disaster.png,train/masks/hurricane-harvey_00000097_post_disaster.png,train,hurricane-harvey_00000097_post_disaster,hurricane-harvey,97,post,0,0,12316,6441,0,0,2,5,3
train/images/socal-fire_00000098_post_disaster.png,train/masks/socal-fire_00000098_post_disaster.png,train,socal-fire_00000098_post_disaster,socal-fire,98,post,25089,0,0,0,16,0,0,0,0
train/images/santa-rosa-wildfire_00000099_post_disaster.png,train/masks/santa-rosa-wildfire_00000099_post_disaster.png,train,santa-rosa-wildfire_00000099_post_disaster,santa-rosa-wildfire,99,post,0,0,0,10019,0,0,0,7,3
train/images/santa-rosa-wildfire_00000100_post_disaster.png,train/masks/santa-rosa-wildfire_00000100_post_disaster.png,train,santa-rosa-wildfire_00000100_post_disaster,santa-rosa-wildfire,100,post,0,1759,0,16433,0,1,0,9,2
train/images/hurricane-matthew_00000101_post_disaster.png,train/masks/hurricane-matthew_00000101_post_disaster.png,train,hurricane-matthew_00000101_post_disaster,hurricane-matthew,101,post,0,1271,0,4168,0,4,0,14,0
train/images/santa-rosa-wildfire_00000102_post_disaster.png,train/masks/santa-rosa-wildfire_00000102_post_disaster.png,train,santa-rosa-wildfire_00000102_post_disaster,santa-rosa-wildfire,102,post,0,0,0,7530,0,0,0,6,4
train/images/hurricane-harvey_00000103_post_disaster.png,train/masks/hurricane-harvey_00000103_post_disaster.png,train,hurricane-harvey_00000103_post_disaster,hurricane-harvey,103,post,0,0,0,2155,0,0,0,3,0
train/images/midwest-flooding_00000104_post_disaster.png,train/masks/midwest-flooding_00000104_post_disaster.png,train,midwest-flooding_00000104_post_disaster,midwest-flooding,104,post,0,0,0,0,0,0,0,0,3
train/images/socal-fire_00000104_post_disaster.png,train/masks/socal-fire_00000104_post_disaster.png,train,socal-fire_00000104_post_disaster,socal-fire,104,post,0,0,0,0,0,0,0,0,1
train/images/hurricane-harvey_00000105_post_disaster.png,train/masks/hurricane-harvey_00000105_post_disaster.png,train,hurricane-harvey_00000105_post_disaster,hurricane-harvey,105,post,0,10390,174595,6447,0,7,130,5,4
train/images/midwest-flooding_00000105_post_disaster.png,train/masks/midwest-flooding_00000105_post_disaster.png,train,midwest-flooding_00000105_post_disaster,midwest-flooding,105,post,0,0,0,0,0,0,0,0,3
train/images/hurricane-michael_00000105_post_disaster.png,train/masks/hurricane-michael_00000105_post_disaster.png,train,hurricane-michael_00000105_post_disaster,hurricane-michael,105,post,119188,0,0,0,8,0,0,0,3
train/images/hurricane-matthew_00000105_post_disaster.png,train/masks/hurricane-matthew_00000105_post_disaster.png,train,hurricane-matthew_00000105_post_disaster,hurricane-matthew,105,post,4041,122612,26105,203,6,63,12,1,4
train/images/hurricane-michael_00000106_post_disaster.png,train/masks/hurricane-michael_00000106_post_disaster.png,train,hurricane-michael_00000106_post_disaster,hurricane-michael,106,post,0,0,0,0,0,0,0,0,3
train/images/mexico-earthquake_00000106_post_disaster.png,train/masks/mexico-earthquake_00000106_post_disaster.png,train,mexico-earthquake_00000106_post_disaster,mexico-earthquake,106,post,37744,0,0,0,10,0,0,0,0
train/images/hurricane-michael_00000107_post_disaster.png,train/masks/hurricane-michael_00000107_post_disaster.png,train,hurricane-michael_00000107_post_disaster,hurricane-michael,107,post,6533,13661,19345,11640,7,13,10,10,2
train/images/hurricane-matthew_00000108_post_disaster.png,train/masks/hurricane-matthew_00000108_post_disaster.png,train,hurricane-matthew_00000108_post_disaster,hurricane-matthew,108,post,5228,42498,4936,0,9,66,7,0,2
train/images/mexico-earthquake_00000109_post_disaster.png,train/masks/mexico-earthquake_00000109_post_disaster.png,train,mexico-earthquake_00000109_post_disaster,mexico-earthquake,109,post,343284,0,0,0,21,0,0,0,4
train/images/hurricane-matthew_00000111_post_disaster.png,train/masks/hurricane-matthew_00000111_post_disaster.png,train,hurricane-matthew_00000111_post_disaster,hurricane-matthew,111,post,100,1725,998,1760,1,6,2,9,3
train/images/hurricane-matthew_00000112_post_disaster.png,train/masks/hurricane-matthew_00000112_post_disaster.png,train,hurricane-matthew_00000112_post_disaster,hurricane-matthew,112,post,418,392,2845,3763,2,2,3,23,4
train/images/midwest-flooding_00000112_post_disaster.png,train/masks/midwest-flooding_00000112_post_disaster.png,train,midwest-flooding_00000112_post_disaster,midwest-flooding,112,post,4513,0,0,0,6,0,0,0,0
train/images/hurricane-florence_00000112_post_disaster.png,train/masks/hurricane-florence_00000112_post_disaster.png,train,hurricane-florence_00000112_post_disaster,hurricane-florence,112,post,0,0,0,0,0,0,0,0,3
train/images/hurricane-harvey_00000112_post_disaster.png,train/masks/hurricane-harvey_00000112_post_disaster.png,train,hurricane-harvey_00000112_post_disaster,hurricane-harvey,112,post,190784,34703,51652,0,135,27,39,0,1
train/images/santa-rosa-wildfire_00000113_post_disaster.png,train/masks/santa-rosa-wildfire_00000113_post_disaster.png,train,santa-rosa-wildfire_00000113_post_disaster,santa-rosa-wildfire,113,post,111970,0,0,27308,27,0,0,10,4
train/images/palu-tsunami_00000113_post_disaster.png,train/masks/palu-tsunami_00000113_post_disaster.png,train,palu-tsunami_00000113_post_disaster,palu-tsunami,113,post,220250,0,1444,28087,192,0,2,23,0
train/images/mexico-earthquake_00000113_post_disaster.png,train/masks/mexico-earthquake_00000113_post_disaster.png,train,mexico-earthquake_00000113_post_disaster,mexico-earthquake,113,post,165471,0,0,0,39,0,0,0,2
train/images/hurricane-florence_00000113_post_disaster.png,train/masks/hurricane-florence_00000113_post_disaster.png,train,hurricane-florence_00000113_post_disaster,hurricane-florence,113,post,0,0,12405,0,0,0,25,0,3
train/images/hurricane-matthew_00000113_post_disaster.png,train/masks/hurricane-matthew_00000113_post_disaster.png,train,hurricane-matthew_00000113_post_disaster,hurricane-matthew,113,post,935,4107,0,0,2,13,0,0,2
train/images/hurricane-michael_00000113_post_disaster.png,train/masks/hurricane-michael_00000113_post_disaster.png,train,hurricane-michael_00000113_post_disaster,hurricane-michael,113,post,27780,5352,36116,3274,19,4,5,9,1
train/images/hurricane-matthew_00000114_post_disaster.png,train/masks/hurricane-matthew_00000114_post_disaster.png,train,hurricane-matthew_00000114_post_disaster,hurricane-matthew,114,post,381,781,553,3714,2,3,2,20,4
train/images/palu-tsunami_00000114_post_disaster.png,train/masks/palu-tsunami_00000114_post_disaster.png,train,palu-tsunami_00000114_post_disaster,palu-tsunami,114,post,395766,0,737,1115,215,0,1,3,0
train/images/hurricane-matthew_00000115_post_disaster.png,train/masks/hurricane-matthew_00000115_post_disaster.png,train,hurricane-matthew_00000115_post_disaster,hurricane-matthew,115,post,0,0,0,621,0,0,0,3,3
train/images/hurricane-michael_00000116_post_disaster.png,train/masks/hurricane-michael_00000116_post_disaster.png,train,hurricane-michael_00000116_post_disaster,hurricane-michael,116,post,524,0,0,539,2,0,0,2,3
train/images/midwest-flooding_00000116_post_disaster.png,train/masks/midwest-flooding_00000116_post_disaster.png,train,midwest-flooding_00000116_post_disaster,midwest-flooding,116,post,56,0,0,0,1,0,0,0,1
train/images/hurricane-florence_00000116_post_disaster.png,train/masks/hurricane-florence_00000116_post_disaster.png,train,hurricane-florence_00000116_post_disaster,hurricane-florence,116,post,2055,0,0,0,2,0,0,0,4
train/images/palu-tsunami_00000117_post_disaster.png,train/masks/palu-tsunami_00000117_post_disaster.png,train,palu-tsunami_00000117_post_disaster,palu-tsunami,117,post,318289,0,11042,2731,78,0,5,6,0
train/images/hurricane-florence_00000117_post_disaster.png,train/masks/hurricane-florence_00000117_post_disaster.png,train,hurricane-florence_00000117_post_disaster,hurricane-florence,117,post,6189,0,0,0,8,0,0,0,4
train/images/mexico-earthquake_00000117_post_disaster.png,train/masks/mexico-earthquake_00000117_post_disaster.png,train,mexico-earthquake_00000117_post_disaster,mexico-earthquake,117,post,496514,2234,3382,0,407,2,2,0,0
train/images/hurricane-matthew_00000118_post_disaster.png,train/masks/hurricane-matthew_00000118_post_disaster.png,train,hurricane-matthew_00000118_post_disaster,hurricane-matthew,118,post,0,691,3141,3304,0,4,9,20,2
train/images/hurricane-florence_00000119_post_disaster.png,train/masks/hurricane-florence_00000119_post_disaster.png,train,hurricane-florence_00000119_post_disaster,hurricane-florence,119,post,0,0,4753,0,0,0,10,0,2
train/images/hurricane-harvey_00000120_post_disaster.png,train/masks/hurricane-harvey_00000120_post_disaster.png,train,hurricane-harvey_00000120_post_disaster,hurricane-harvey,120,post,6084,5116,36201,0,5,5,36,0,0
train/images/palu-tsunami_00000120_post_disaster.png,train/masks/palu-tsunami_00000120_post_disaster.png,train,palu-tsunami_00000120_post_disaster,palu-tsunami,120,post,420904,0,9859,2106,142,0,5,7,2
train/images/mexico-earthquake_00000121_post_disaster.png,train/masks/mexico-earthquake_00000121_post_disaster.png,train,mexico-earthquake_00000121_post_disaster,mexico-earthquake,121,post,459926,0,0,0,142,0,0,0,2
train/images/hurricane-matthew_00000121_post_disaster.png,train/masks/hurricane-matthew_00000121_post_disaster.png,train,hurricane-matthew_00000121_post_disaster,hurricane-matthew,121,post,0,0,185,0,0,0,1,0,2
train/images/hurricane-michael_00000121_post_disaster.png,train/masks/hurricane-michael_00000121_post_disaster.png,train,hurricane-michael_00000121_post_disaster,hurricane-michael,121,post,59114,28873,24211,7402,82,36,18,13,3
train/images/hurricane-harvey_00000122_post_disaster.png,train/masks/hurricane-harvey_00000122_post_disaster.png,train,hurricane-harvey_00000122_post_disaster,hurricane-harvey,122,post,288504,0,0,0,207,0,0,0,0
train/images/hurricane-matthew_00000122_post_disaster.png,train/masks/hurricane-matthew_00000122_post_disaster.png,train,hurricane-matthew_00000122_post_disaster,hurricane-matthew,122,post,1722,3306,0,0,8,2,0,0,2
train/images/midwest-flooding_00000122_post_disaster.png,train/masks/midwest-flooding_00000122_post_disaster.png,train,midwest-flooding_00000122_post_disaster,midwest-flooding,122,post,8682,0,0,0,12,0,0,0,1
train/images/santa-rosa-wildfire_00000123_post_disaster.png,train/masks/santa-rosa-wildfire_00000123_post_disaster.png,train,santa-rosa-wildfire_00000123_post_disaster,santa-rosa-wildfire,123,post,116502,0,0,0,135,0,0,0,4
train/images/hurricane-michael_00000123_post_disaster.png,train/masks/hurricane-michael_00000123_post_disaster.png,train,hurricane-michael_00000123_post_disaster,hurricane-michael,123,post,81002,49435,16237,0,38,22,5,0,1
train/images/mexico-earthquake_00000124_post_disaster.png,train/masks/mexico-earthquake_00000124_post_disaster.png,train,mexico-earthquake_00000124_post_disaster,mexico-earthquake,124,post,389109,3278,1742,0,132,3,2,0,4
train/images/palu-tsunami_00000124_post_disaster.png,train/masks/palu-tsunami_00000124_post_disaster.png,train,palu-tsunami_00000124_post_disaster,palu-tsunami,124,post,61158,0,7443,19399,29,0,5,22,3
train/images/hurricane-florence_00000125_post_disaster.png,train/masks/hurricane-florence_00000125_post_disaster.png,train,hurricane-florence_00000125_post_disaster,hurricane-florence,125,post,0,0,1186,0,0,0,3,0,1
train/images/socal-fire_00000125_post_disaster.png,train/masks/socal-fire_00000125_post_disaster.png,train,socal-fire_00000125_post_disaster,socal-fire,125,post,0,0,0,0,0,0,0,0,2
train/images/hurricane-harvey_00000127_post_disaster.png,train/masks/hurricane-harvey_00000127_post_disaster.png,train,hurricane-harvey_00000127_post_disaster,hurricane-harvey,127,post,0,0,261503,0,0,0,50,0,0
train/images/hurricane-florence_00000127_post_disaster.png,train/masks/hurricane-florence_00000127_post_disaster.png,train,hurricane-florence_00000127_post_disaster,hurricane-florence,127,post,0,0,2364,0,0,0,4,0,3
train/images/palu-tsunami_00000127_post_disaster.png,train/masks/palu-tsunami_00000127_post_disaster.png,train,palu-tsunami_00000127_post_disaster,palu-tsunami,127,post,12618,0,4015,875,16,0,2,1,4
train/images/hurricane-florence_00000128_post_disaster.png,train/masks/hurricane-florence_00000128_post_disaster.png,train,hurricane-florence_00000128_post_disaster,hurricane-florence,128,post,0,0,47,0,0,0,1,0,4
train/images/hurricane-michael_00000128_post_disaster.png,train/masks/hurricane-michael_00000128_post_disaster.png,train,hurricane-michael_00000128_post_disaster,hurricane-michael,128,post,108382,33556,12165,0,63,18,6,0,2
train/images/midwest-flooding_00000128_post_disaster.png,train/masks/midwest-flooding_00000128_post_disaster.png,train,midwest-flooding_00000128_post_disaster,midwest-flooding,128,post,5190,0,0,375,8,0,0,1,0
train/images/socal-fire_00000129_post_disaster.png,train/masks/socal-fire_00000129_post_disaster.png,train,socal-fire_00000129_post_disaster,socal-fire,129,post,5823,0,0,4722,7,0,0,5,3
train/images/hurricane-florence_00000129_post_disaster.png,train/masks/hurricane-florence_00000129_post_disaster.png,train,hurricane-florence_00000129_post_disaster,hurricane-florence,129,post,1317,0,0,0,4,0,0,0,3
train/images/hurricane-michael_00000129_post_disaster.png,train/masks/hurricane-michael_00000129_post_disaster.png,train,hurricane-michael_00000129_post_disaster,hurricane-michael,129,post,30533,36263,12629,8288,37,40,16,15,4
train/images/palu-tsunami_00000129_post_disaster.png,train/masks/palu-tsunami_00000129_post_disaster.png,train,palu-tsunami_00000129_post_disaster,palu-tsunami,129,post,2648,0,0,1780,6,0,0,2,1
train/images/hurricane-harvey_00000131_post_disaster.png,train/masks/hurricane-harvey_00000131_post_disaster.png,train,hurricane-harvey_00000131_post_disaster,hurricane-harvey,131,post,274615,16185,0,0,232,15,0,0,3
train/images/mexico-earthquake_00000131_post_disaster.png,train/masks/mexico-earthquake_00000131_post_disaster.png,train,mexico-earthquake_00000131_post_disaster,mexico-earthquake,131,post,238505,0,0,0,193,0,0,0,3
train/images/hurricane-florence_00000131_post_disaster.png,train/masks/hurricane-florence_00000131_post_disaster.png,train,hurricane-florence_00000131_post_disaster,hurricane-florence,131,post,0,0,998,0,0,0,4,0,2
train/images/santa-rosa-wildfire_00000133_post_disaster.png,train/masks/santa-rosa-wildfire_00000133_post_disaster.png,train,santa-rosa-wildfire_00000133_post_disaster,santa-rosa-wildfire,133,post,4291,0,0,0,8,0,0,0,0
train/images/socal-fire_00000133_post_disaster.png,train/masks/socal-fire_00000133_post_disaster.png,train,socal-fire_00000133_post_disaster,socal-fire,133,post,13482,0,0,0,16,0,0,0,1
train/images/hurricane-florence_00000133_post_disaster.png,train/masks/hurricane-florence_00000133_post_disaster.png,train,hurricane-florence_00000133_post_disaster,hurricane-florence,133,post,600,0,0,128,1,0,0,1,0
train/images/hurricane-harvey_00000133_post_disaster.png,train/masks/hurricane-harvey_00000133_post_disaster.png,train,hurricane-harvey_00000133_post_disaster,hurricane-harvey,133,post,0,0,11390,798,0,0,8,1,3
train/images/midwest-flooding_00000133_post_disaster.png,train/masks/midwest-flooding_00000133_post_disaster.png,train,midwest-flooding_00000133_post_disaster,midwest-flooding,133,post,1860,0,666,0,3,0,1,0,0
train/images/hurricane-matthew_00000135_post_disaster.png,train/masks/hurricane-matthew_00000135_post_disaster.png,train,hurricane-matthew_00000135_post_disaster,hurricane-matthew,135,post,0,712,2769,2784,0,3,7,11,0
train/images/midwest-flooding_00000135_post_disaster.png,train/masks/midwest-flooding_00000135_post_disaster.png,train,midwest-flooding_00000135_post_disaster,midwest-flooding,135,post,340,0,0,0,2,0,0,0,2
train/images/mexico-earthquake_00000135_post_disaster.png,train/masks/mexico-earthquake_00000135_post_disaster.png,train,mexico-earthquake_00000135_post_disaster,mexico-earthquake,135,post,301211,0,0,0,228,0,0,0,4
